0.000123409804087  0.087637607299918 -0.778073609984252 -0.083050001223816  0.539223406739690
0.000126174950643  0.087637607334030 -0.778073609502554 -0.083050000874273  0.539223406793205
0.000129002053667  0.087637607369688 -0.778073608999028 -0.083050000508890  0.539223406849144
0.000131892501367  0.087637607406962 -0.778073608472685 -0.083050000126951  0.539223406907619
0.000134847713059  0.087637607445925 -0.778073607922491 -0.083049999727704  0.539223406968743
0.000137869139859  0.087637607486653 -0.778073607347366 -0.083049999310366  0.539223407032637
0.000140958265396  0.087637607529226 -0.778073606746179 -0.083049998874115  0.539223407099428
0.000144116606543  0.087637607573730 -0.778073606117749 -0.083049998418097  0.539223407169243
0.000147345714159  0.087637607620249 -0.778073605460843 -0.083049997941414  0.539223407242222
0.000150647173853  0.087637607668877 -0.778073604774170 -0.083049997443131  0.539223407318509
0.000154022606762  0.087637607719708 -0.778073604056380 -0.083049996922268  0.539223407398253
0.000157473670345  0.087637607772843 -0.778073603306063 -0.083049996377803  0.539223407481610
0.000161002059200  0.087637607828386 -0.778073602521747 -0.083049995808665  0.539223407568744
0.000164609505892  0.087637607886445 -0.778073601701891 -0.083049995213737  0.539223407659827
0.000168297781810  0.087637607947136 -0.778073600844883 -0.083049994591850  0.539223407755037
0.000172068698029  0.087637608010576 -0.778073599949039 -0.083049993941783  0.539223407854562
0.000175924106206  0.087637608076891 -0.778073599012601 -0.083049993262258  0.539223407958597
0.000179865899486  0.087637608146211 -0.778073598033728 -0.083049992551943  0.539223408067346
0.000183896013432  0.087637608218672 -0.778073597010499 -0.083049991809438  0.539223408181022
0.000188016426977  0.087637608294418 -0.778073595940903 -0.083049991033288  0.539223408299851
0.000192229163391  0.087637608373595 -0.778073594822838 -0.083049990221966  0.539223408424063
0.000196536291282  0.087637608456360 -0.778073593654109 -0.083049989373879  0.539223408553904
0.000200939925605  0.087637608542876 -0.778073592432420 -0.083049988487363  0.539223408689629
0.000205442228703  0.087637608633312 -0.778073591155370 -0.083049987560674  0.539223408831505
0.000210045411371  0.087637608727846 -0.778073589820451 -0.083049986591993  0.539223408979809
0.000214751733938  0.087637608826664 -0.778073588425042 -0.083049985579417  0.539223409134834
0.000219563507378  0.087637608929960 -0.778073586966400 -0.083049984520956  0.539223409296883
0.000224483094447  0.087637609037937 -0.778073585441661 -0.083049983414532  0.539223409466275
0.000229512910839  0.087637609150806 -0.778073583847829 -0.083049982257971  0.539223409643344
0.000234655426377  0.087637609268790 -0.778073582181773 -0.083049981049001  0.539223409828436
0.000239913166222  0.087637609392120 -0.778073580440220 -0.083049979785247  0.539223410021916
0.000245288712114  0.087637609521040 -0.778073578619750 -0.083049978464226  0.539223410224163
0.000250784703641  0.087637609655801 -0.778073576716788 -0.083049977083344  0.539223410435574
0.000256403839534  0.087637609796669 -0.778073574727592 -0.083049975639889  0.539223410656566
0.000262148878991  0.087637609943920 -0.778073572648258 -0.083049974131023  0.539223410887572
0.000268022643036  0.087637610097843 -0.778073570474699 -0.083049972553785  0.539223411129046
0.000274028015898  0.087637610258742 -0.778073568202648 -0.083049970905075  0.539223411381462
0.000280167946434  0.087637610426931 -0.778073565827639 -0.083049969181654  0.539223411645316
0.000286445449571  0.087637610602743 -0.778073563345008 -0.083049967380138  0.539223411921127
0.000292863607790  0.087637610786521 -0.778073560749877 -0.083049965496986  0.539223412209435
0.000299425572640  0.087637610978627 -0.778073558037150 -0.083049963528501  0.539223412510808
0.000306134566283  0.087637611179437 -0.778073555201498 -0.083049961470815  0.539223412825838
0.000312993883077  0.087637611389348 -0.778073552237349 -0.083049959319886  0.539223413155144
0.000320006891196  0.087637611608770 -0.778073549138881 -0.083049957071488  0.539223413499371
0.000327177034279  0.087637611838135 -0.778073545900007 -0.083049954721207  0.539223413859196
0.000334507833127  0.087637612077894 -0.778073542514366 -0.083049952264422  0.539223414235328
0.000342002887428  0.087637612328518 -0.778073538975307 -0.083049949696310  0.539223414628503
0.000349665877524  0.087637612590499 -0.778073535275876 -0.083049947011826  0.539223415039495
0.000357500566220  0.087637612864350 -0.778073531408809 -0.083049944205696  0.539223415469112
0.000365510800633  0.087637613150612 -0.778073527366507 -0.083049941272407  0.539223415918195
0.000373700514077  0.087637613449845 -0.778073523141031 -0.083049938206198  0.539223416387629
0.000382073727999  0.087637613762638 -0.778073518724079 -0.083049935001045  0.539223416878335
0.000390634553948  0.087637614089604 -0.778073514106975 -0.083049931650653  0.539223417391277
0.000399387195601  0.087637614431388 -0.778073509280650 -0.083049928148439  0.539223417927462
0.000408335950822  0.087637614788659 -0.778073504235622 -0.083049924487525  0.539223418487945
0.000417485213772  0.087637615162119 -0.778073498961982 -0.083049920660718  0.539223419073825
0.000426839477072  0.087637615552503 -0.778073493449371 -0.083049916660501  0.539223419686254
0.000436403334003  0.087637615960577 -0.778073487686958 -0.083049912479016  0.539223420326435
0.000446181480764  0.087637616387142 -0.778073481663423 -0.083049908108051  0.539223420995626
0.000456178718781  0.087637616833037 -0.778073475366936 -0.083049903539017  0.539223421695140
0.000466399957058  0.087637617299137 -0.778073468785127 -0.083049898762940  0.539223422426353
0.000476850214594  0.087637617786358 -0.778073461905067 -0.083049893770437  0.539223423190700
0.000487534622843  0.087637618295658 -0.778073454713240 -0.083049888551702  0.539223423989683
0.000498458428236  0.087637618828036 -0.778073447195521 -0.083049883096483  0.539223424824872
0.000509626994758  0.087637619384540 -0.778073439337139 -0.083049877394064  0.539223425697907
0.000521045806577  0.087637619966260 -0.778073431122659 -0.083049871433242  0.539223426610503
